,location,total_sqft,bath,price,bhk,encoded_loc
1856,Rayasandra,1639.0,3,83.0,3,189
1857,Hennur Road,1804.0,3,102.0,3,96
1858,Whitefield,1200.0,3,56.2,3,224
1859,others,1135.0,2,55.0,2,230
1860,Begur Road,1260.0,2,46.62,2,39
1861,Hennur Road,2160.0,3,160.0,3,96
1862,Rachenahalli,1220.0,2,59.5,2,183
1863,Margondanahalli,1200.0,2,67.0,2,162
1864,Yelahanka,1300.0,2,65.0,2,226
1865,Cox Town,605.0,1,29.0,1,62
1866,Bhoganhalli,1444.0,2,75.97,2,43
1867,Amruthahalli,924.0,2,45.0,2,14
1868,Kaikondrahalli,1000.0,2,30.0,2,120
1869,Bisuvanahalli,845.0,2,29.0,2,46
1870,Kanakpura Road,700.0,2,35.0,2,127
1871,Kothanur,1187.0,2,58.0,2,146
1872,Kaggadasapura,1625.0,3,55.0,3,118
1873,Devarachikkanahalli,1200.0,2,83.0,2,66
1874,others,1452.55,2,110.0,2,230
1875,others,2357.0,3,151.0,3,230
1876,Kaval Byrasandra,1200.0,2,49.5,2,133
1877,Budigere,1139.0,2,56.85,2,52
1878,Kanakpura Road,1660.0,3,75.0,3,127
1879,Somasundara Palya,1448.0,2,68.0,2,202
1880,Kadugodi,1762.0,3,110.0,3,117
1881,Kaggadasapura,1105.0,2,38.65,2,118
1882,Yelahanka,1825.0,3,105.0,3,226
1883,Thanisandra,1185.0,2,43.0,2,209
1884,Electronic City Phase II,1320.0,2,38.12,3,75
1885,Hulimavu,1058.0,2,48.0,2,105
1886,Bellandur,1220.0,2,60.0,2,40
1887,Old Madras Road,1200.0,2,72.0,2,177
1888,Kengeri,1160.0,2,40.6,3,135
1889,others,1411.0,3,91.72,3,230
1890,Bannerghatta Road,1550.0,3,78.0,3,34
1891,Green Glen Layout,3250.0,4,230.0,4,83
1892,Haralur Road,2475.0,4,130.0,3,90
1893,Jakkur,4305.905,2,260.5,4,110
1894,7th Phase JP Nagar,2503.0,4,188.0,4,6
1895,Marathahalli,2524.0,5,190.0,4,161
1896,Kaggadasapura,1063.0,2,42.0,2,118
1897,Kanakpura Road,1077.0,2,37.7,2,127
1898,others,1200.0,3,44.0,2,230
1899,Hosakerehalli,1500.0,3,70.0,4,102
1900,Jalahalli,1045.0,2,76.77,2,111
1901,Kanakapura,1290.0,2,45.15,3,126
1902,Hoodi,1400.0,2,78.0,2,97
1903,Begur Road,1600.0,3,58.14,3,39
1904,Nagavara,1545.0,2,58.0,3,171
1905,Sarjapur  Road,1680.0,3,112.0,3,194
1906,others,1350.0,2,67.5,2,230
1907,Gottigere,950.0,2,38.0,2,82
1908,Thanisandra,1050.0,2,45.0,2,209
1909,Banashankari Stage V,1305.0,2,49.0,3,29
1910,others,1100.0,3,78.0,3,230
1911,Thanisandra,3500.0,5,160.0,6,209
1912,Begur Road,1634.0,3,83.33,3,39
1913,Prithvi Layout,1352.0,2,85.0,2,181
1914,Balagere,1145.0,2,65.0,2,25
1915,others,1240.0,2,43.79,2,230
1916,Bommasandra Industrial Area,1020.0,2,39.0,2,49
1917,Raja Rajeshwari Nagar,1168.0,2,61.0,2,184
1918,Electronic City Phase II,1205.0,2,75.0,2,75
1919,CV Raman Nagar,1028.0,2,49.0,2,53
1920,others,1175.0,2,48.27,2,230
1921,Pai Layout,1550.0,2,90.0,3,179
1922,Hoodi,2400.0,5,160.0,5,97
1923,Yelahanka,1603.0,3,96.0,3,226
1924,Marathahalli,1350.0,3,72.0,3,161
1925,KR Puram,714.0,1,28.0,1,115
1926,Whitefield,1215.0,2,65.0,2,224
1927,Malleshpalya,1405.0,2,77.0,3,159
1928,KR Puram,1142.0,2,51.0,2,115
1929,others,4000.0,4,170.0,4,230
1930,Whitefield,1870.0,3,90.0,3,224
1931,Subramanyapura,1313.0,2,73.0,2,205
1932,others,1945.0,3,120.0,3,230
1933,Thanisandra,1573.0,3,95.0,3,209
1934,Sarjapur  Road,1255.0,2,92.0,2,194
1935,Benson Town,1400.0,3,91.15,4,41
1936,Kannamangala,1235.0,2,43.63,2,128
1937,Sarjapur  Road,1380.0,2,52.0,3,194
1938,others,1465.0,2,74.72,3,230
1939,Thigalarapalya,1418.0,2,103.0,2,210
1940,Anekal,351.0,1,16.0,1,17
1941,Uttarahalli,1279.0,2,48.0,2,216
1942,Rajaji Nagar,5257.5,2,424.5,4,185
1943,Uttarahalli,1845.0,2,68.27,3,216
1944,others,1360.0,2,59.27,3,230
1945,others,1150.0,2,75.0,3,230
1946,Whitefield,1260.0,2,49.5,2,224
1947,others,1200.0,3,74.0,3,230
1948,Dasanapura,965.0,2,42.5,2,63
1949,Hoodi,1350.0,2,48.0,3,97
1950,Bhoganhalli,1447.0,2,75.97,2,43
1951,others,1229.0,3,86.03,3,230
1952,Kudlu,1027.0,2,43.0,2,147
1953,Gottigere,1153.0,2,48.5,2,82
1954,Whitefield,4271.0,5,145.5,4,224
1955,Malleshpalya,1065.0,2,50.0,2,159
1956,others,1030.0,2,61.0,2,230
1957,Mallasandra,1340.0,2,61.0,2,158
1958,others,600.0,1,32.0,1,230
1959,Begur Road,1410.0,2,44.42,3,39
1960,Varthur,1055.0,2,45.35,2,217
1961,Yelahanka,1304.0,2,79.0,2,226
1962,Kammasandra,990.0,2,31.5,2,125
1963,7th Phase JP Nagar,1035.0,2,39.33,2,6
1964,Tumkur Road,998.0,1,30.09,1,214
1965,Sonnenahalli,1120.0,2,43.0,2,204
1966,Haralur Road,1300.0,2,73.0,2,90
1967,Tumkur Road,1239.0,2,82.0,2,214
1968,Hosa Road,1365.0,2,92.0,2,101
1969,Subramanyapura,1130.0,2,45.19,3,205
1970,Green Glen Layout,1776.42,3,105.0,3,83
1971,others,1107.0,2,33.0,2,230
1972,Nagavara,2319.0,3,180.0,3,171
1973,others,1520.0,3,80.0,3,230
1974,Kannamangala,1536.0,3,89.0,3,128
1975,others,3000.0,4,240.0,4,230
1976,others,1050.0,2,38.0,2,230
1977,Hoodi,1850.0,3,146.0,3,97
1978,Billekahalli,1112.0,2,62.0,2,44
1979,Marathahalli,1535.0,3,72.5,3,161
1980,Kanakpura Road,1050.0,2,35.0,2,127
1981,7th Phase JP Nagar,1250.0,3,65.0,3,6
1982,Kalena Agrahara,1187.0,2,52.0,2,121
1983,9th Phase JP Nagar,1164.0,2,56.0,2,8
1984,Electronic City Phase II,1395.0,2,62.78,3,75
1985,Arekere,2072.0,3,108.0,3,20
1986,Kanakpura Road,1450.0,3,60.91,3,127
1987,Bannerghatta Road,1550.0,3,82.0,3,34
1988,others,1315.0,2,90.0,2,230
1989,others,1210.0,2,72.0,2,230
1990,Bisuvanahalli,1075.0,2,47.0,3,46
1991,others,1215.0,3,42.2,3,230
1992,Kaggadasapura,1470.0,2,75.0,3,118
1993,others,30000.0,4,2100.0,4,230
1994,Hosur Road,1590.0,2,125.0,3,104
1995,Kanakpura Road,1050.0,2,36.75,2,127
1996,Raja Rajeshwari Nagar,1306.0,2,55.91,2,184
1997,others,1445.0,3,64.0,3,230
1998,Sarjapur  Road,1220.0,3,58.0,3,194
1999,Sarjapur,3190.0,3,160.0,4,193
2000,Ramagondanahalli,1215.0,2,51.26,2,187
2001,Budigere,1920.0,2,88.0,3,52
2002,Dodda Nekkundi,1390.0,2,60.0,2,67
2003,Hoodi,1196.0,2,71.74,2,97
2004,Bannerghatta Road,1550.0,2,75.0,3,34
2005,Thigalarapalya,1418.0,2,101.0,2,210
2006,Varthur Road,1655.0,3,115.0,3,218
2007,KR Puram,1115.0,2,33.45,2,115
2008,others,1170.0,2,68.0,2,230
2009,Anekal,1035.0,2,38.3,2,17
2010,Singasandra,1306.0,2,58.0,3,201
2011,Kengeri,750.0,2,22.0,2,135
2012,Thanisandra,1917.0,3,122.0,3,209
2013,Kaggadasapura,1615.0,3,58.0,3,118
2014,Marathahalli,1071.0,2,52.25,2,161
2015,5th Phase JP Nagar,1400.0,2,88.0,3,4
2016,Tumkur Road,1246.0,2,82.0,2,214
2017,Sarjapur,1215.0,2,40.0,2,193
2018,Munnekollal,1200.0,2,49.5,2,164
2019,Kodigehaali,1200.0,2,60.0,2,139
2020,Kaval Byrasandra,945.0,2,50.0,2,133
2021,Hormavu,1175.0,2,52.0,2,100
2022,Whitefield,920.0,2,63.0,2,224
2023,others,1600.0,2,110.0,2,230
2024,others,955.0,1,34.01,2,230
2025,Uttarahalli,1425.0,2,64.0,3,216
2026,Whitefield,1165.0,2,40.5,2,224
2027,Kaggadasapura,1050.0,2,48.0,2,118
2028,others,1370.0,2,75.0,3,230
2029,Electronic City,1374.0,2,72.0,3,74
2030,Harlur,1754.0,3,124.0,3,91
2031,Kothanur,1847.0,3,110.0,3,146
2032,Ambedkar Nagar,1850.0,4,139.0,3,13
2033,Chikka Tirupathi,3297.0,3,135.0,3,57
2034,others,1187.0,2,45.0,2,230
2035,Bommasandra Industrial Area,1400.0,2,40.44,3,49
2036,Doddaballapur,3000.0,2,120.0,3,68
2037,Thanisandra,693.0,1,34.3,1,209
2038,KR Puram,1021.0,2,48.0,2,115
2039,Thigalarapalya,1165.0,2,95.0,2,210
2040,Horamavu Agara,1756.0,3,92.0,3,98
2041,Bharathi Nagar,1739.0,3,105.0,3,42
2042,Varthur,1280.0,2,65.0,2,217
2043,Marathahalli,1215.0,2,58.86,2,161
2044,Munnekollal,950.0,2,46.5,2,164
2045,Kengeri,1082.0,2,49.0,3,135
2046,Devanahalli,1080.0,2,53.35,2,65
2047,Arekere,1100.0,2,55.0,2,20
2048,Ardendale,3200.0,4,205.0,4,19
2049,Sarjapur  Road,1311.0,2,78.0,2,194
2050,Raja Rajeshwari Nagar,1608.0,3,67.98,3,184
2051,Begur Road,1160.0,2,36.0,2,39
2052,Whitefield,1170.0,2,71.0,2,224
2053,Kengeri,1155.0,2,40.6,2,135
2054,Rayasandra,1065.0,2,44.95,2,189
2055,Neeladri Nagar,674.0,1,21.0,1,173
2056,Ambedkar Nagar,1936.0,4,126.0,3,13
2057,others,1100.0,2,38.45,2,230
2058,Ramagondanahalli,2257.0,4,157.0,3,187
2059,Nagarbhavi,1055.0,2,55.0,2,169
2060,Raja Rajeshwari Nagar,1530.0,3,51.87,3,184
2061,others,1700.0,3,97.0,3,230
2062,Raja Rajeshwari Nagar,1575.0,2,78.0,3,184
2063,Rajiv Nagar,1263.0,2,93.32,2,186
2064,KR Puram,2186.5,3,69.315,3,115
2065,Kengeri Satellite Town,1043.0,2,65.0,2,136
2066,Hennur,1255.0,2,53.5,2,95
2067,JP Nagar,2002.5,2,93.865,2,109
2068,Yelahanka,1550.0,3,120.0,3,226
2069,others,1360.0,3,55.0,3,230
2070,others,1100.0,2,75.0,2,230
2071,8th Phase JP Nagar,1455.0,3,73.31,3,7
2072,KR Puram,1035.0,2,40.5,2,115
2073,Harlur,1152.0,2,69.0,2,91
2074,Bellandur,1299.0,2,82.0,2,40
2075,Rachenahalli,1050.0,2,52.5,2,183
2076,Pai Layout,1050.0,2,40.0,2,179
2077,Vittasandra,1246.0,2,67.4,2,223
2078,others,1929.0,3,115.0,3,230
2079,Hennur,1285.0,2,60.0,2,95
2080,Margondanahalli,1200.0,2,65.0,3,162
2081,others,3161.0,4,214.0,4,230
2082,Sompura,1025.0,2,37.0,3,203
2083,Malleshwaram,1124.0,3,80.0,2,160
2084,Balagere,1012.0,2,54.59,2,25
2085,8th Phase JP Nagar,871.0,2,55.0,2,7
2086,others,1020.0,2,40.0,2,230
2087,Rachenahalli,1550.0,3,73.5,3,183
2088,Akshaya Nagar,1410.0,2,80.0,3,11
2089,Chikka Tirupathi,3500.0,5,150.0,4,57
2090,Whitefield,1118.0,2,75.0,2,224
2091,Thanisandra,1098.0,2,68.0,2,209
2092,Kanakapura,1130.0,2,45.2,2,126
2093,Sarjapur  Road,1145.0,2,75.0,2,194
2094,others,1051.0,2,33.0,2,230
2095,Marathahalli,1102.0,2,53.67,2,161
2096,Hebbal,823.0,2,50.63,2,92
2097,Abbigere,880.0,2,35.0,2,10
2098,Budigere,1991.0,4,100.0,3,52
2099,TC Palaya,1100.0,3,50.0,3,207
2100,Gubbalala,1745.0,3,115.0,3,84
2101,others,1100.0,2,70.0,2,230
2102,5th Phase JP Nagar,1450.0,2,58.0,2,4
2103,Singasandra,3366.0,4,120.0,4,201
2104,Sahakara Nagar,1150.0,2,54.0,2,190
2105,Bommanahalli,1090.0,3,44.0,2,47
2106,Kaggadasapura,1132.0,2,42.0,2,118
2107,Hulimavu,1375.0,2,80.0,2,105
2108,Thanisandra,760.0,1,50.3,1,209
2109,Kaggadasapura,1180.0,2,65.0,2,118
2110,Jigani,918.0,2,45.0,2,113
2111,Margondanahalli,1200.0,1,53.0,2,162
2112,Ardendale,1728.0,3,95.0,3,19
2113,BTM 2nd Stage,1200.0,2,80.0,2,22
2114,6th Phase JP Nagar,1280.0,2,56.0,2,5
2115,others,1455.0,2,56.0,3,230
2116,Rachenahalli,440.0,1,28.0,1,183
2117,Kanakpura Road,1500.0,3,97.0,3,127
2118,Whitefield,1800.0,3,110.0,3,224
2119,Mysore Road,1525.0,3,96.0,3,166
2120,Rachenahalli,1204.0,2,38.5,2,183
2121,Old Madras Road,1225.0,2,53.55,2,177
2122,Bannerghatta Road,1650.0,3,122.0,3,34
2123,others,4200.0,4,255.0,4,230
2124,others,1200.0,2,55.0,2,230
2125,9th Phase JP Nagar,1005.0,2,42.0,2,8
2126,Whitefield,1562.0,3,103.0,3,224
2127,Devanahalli,5000.0,5,395.0,4,65
2128,Ramamurthy Nagar,1200.0,2,42.0,2,188
2129,Kasavanhalli,1555.0,3,82.5,3,130
2130,KR Puram,1550.0,2,71.0,2,115
2131,Whitefield,1190.0,2,67.0,2,224
2132,Chikkalasandra,1070.0,2,50.0,2,59
2133,Jalahalli East,1020.0,2,42.48,2,112
2134,Yelahanka,1610.0,3,115.0,3,226
2135,others,700.0,1,41.0,1,230
2136,others,1300.0,2,49.0,3,230
2137,Hebbal,1069.0,3,65.4,3,92
2138,Marathahalli,1900.0,3,123.0,3,161
2139,Old Airport Road,1655.0,2,97.65,2,176
2140,Uttarahalli,1155.0,2,40.42,2,216
2141,Sarjapur  Road,1300.0,2,70.0,3,194
2142,Electronic City,1100.0,2,45.0,2,74
2143,Doddathoguru,1030.0,2,42.0,2,70
2144,Vittasandra,2105.0,2,70.2,2,223
2145,Bhoganhalli,1700.0,3,126.0,3,43
2146,Jakkur,1760.0,3,139.0,3,110
2147,others,1400.0,2,67.0,2,230
2148,others,1200.0,2,53.0,2,230
2149,Bannerghatta Road,912.0,2,55.0,2,34
2150,Whitefield,1102.0,2,48.0,2,224
2151,others,1535.0,3,55.0,3,230
2152,Jigani,918.0,2,63.2,2,113
2153,Begur Road,1500.0,2,70.0,3,39
2154,Kasavanhalli,1476.0,3,89.0,3,130
2155,Mysore Road,1200.0,2,65.0,2,166
2156,Vijayanagar,606.0,1,34.78,1,220
2157,others,1100.0,2,61.0,2,230
2158,Garudachar Palya,1295.0,2,59.5,3,79
2159,Neeladri Nagar,527.0,1,26.0,1,173
2160,OMBR Layout,1300.0,2,80.0,2,175
2161,others,1260.0,1,41.0,1,230
2162,Koramangala,1140.0,2,75.2,2,144
2163,Whitefield,2321.0,4,128.0,3,224
2164,Sarjapur  Road,1390.0,2,62.0,2,194
2165,Sarjapur  Road,1725.0,3,90.0,3,194
2166,Hennur Road,1186.0,2,63.0,3,96
2167,Kanakpura Road,1230.0,2,85.0,2,127
2168,Yeshwanthpur,1313.0,3,96.0,3,229
2169,Ambalipura,1250.0,2,66.25,2,12
2170,Binny Pete,660.0,1,54.0,1,45
2171,Old Madras Road,1100.0,2,70.0,2,177
2172,Electronics City Phase 1,1015.0,2,56.0,2,76
2173,Gottigere,812.0,1,26.0,1,82
2174,others,1360.0,2,65.0,3,230
2175,Nehru Nagar,2167.0,3,170.0,3,174
2176,Raja Rajeshwari Nagar,1200.0,2,35.0,2,184
2177,others,1165.0,2,75.0,2,230
2178,BTM 2nd Stage,1274.0,2,70.0,2,22
2179,Raja Rajeshwari Nagar,1151.0,2,39.02,2,184
2180,Thubarahalli,1626.0,2,120.0,3,211
2181,Banashankari Stage V,1035.0,2,35.77,2,29
2182,others,1272.0,4,75.0,3,230
2183,others,965.0,2,45.0,2,230
2184,Kothannur,1070.0,2,42.79,2,145
2185,Raja Rajeshwari Nagar,1570.0,2,65.0,3,184
2186,others,780.0,2,25.0,2,230
2187,others,1000.0,2,65.0,3,230
2188,5th Phase JP Nagar,1700.0,2,100.0,3,4
2189,Haralur Road,1850.0,3,110.0,3,90
2190,Kereguddadahalli,904.0,2,30.0,2,137
2191,others,1121.0,2,43.72,2,230
2192,7th Phase JP Nagar,1385.0,2,58.17,3,6
2193,Sahakara Nagar,1270.0,2,69.85,2,190
2194,Kanakpura Road,1450.0,3,56.0,3,127
2195,Mahadevpura,730.0,1,35.0,1,156
2196,Raja Rajeshwari Nagar,1580.0,3,53.56,3,184
2197,Thanisandra,1111.0,2,50.0,2,209
2198,Varthur,977.0,2,36.0,2,217
2199,others,674.0,1,19.9,2,230
2200,Sarjapur,2540.0,4,115.0,4,193
2201,Jakkur,1290.0,2,100.0,2,110
2202,Abbigere,795.0,2,32.54,2,10
2203,Kanakpura Road,700.0,1,35.0,2,127
2204,others,1306.0,2,58.0,3,230
2205,others,2401.0,3,185.0,3,230
2206,Bommenahalli,1670.0,3,135.0,4,50
2207,others,1200.0,3,90.0,3,230
2208,Dodda Nekkundi,1804.0,3,121.0,3,67
2209,Hoskote,1225.0,3,40.0,3,103
2210,Thanisandra,1652.5,2,58.68,2,209
2211,Bellandur,900.0,2,56.0,2,40
2212,Binny Pete,1350.0,2,91.0,2,45
2213,Kaggalipura,700.0,1,36.0,1,119
2214,others,1160.0,2,46.39,2,230
2215,Hennur Road,1680.0,3,99.27,3,96
2216,LB Shastri Nagar,1043.0,2,55.0,2,151
2217,Hebbal,1040.0,2,46.0,2,92
2218,Tindlu,1357.0,2,65.0,3,213
2219,others,1225.0,2,47.0,2,230
2220,Yelachenahalli,1130.0,2,40.0,2,225
2221,Basavangudi,2500.0,4,150.0,4,35
2222,Sultan Palaya,1700.0,3,120.0,3,206
2223,Doddathoguru,1549.0,3,65.0,3,70
2224,Yeshwanthpur,1400.0,2,100.0,2,229
2225,Dodda Nekkundi,1080.0,2,50.0,2,67
2226,Abbigere,1005.0,2,39.59,2,10
2227,Whitefield,1320.0,2,95.0,2,224
2228,Anandapura,1475.0,2,50.0,4,15
2229,Kudlu Gate,2489.0,2,99.745,3,148
2230,others,1110.0,2,51.0,2,230
2231,others,1300.0,2,54.0,2,230
2232,Electronic City,1128.0,2,65.35,2,74
2233,Jakkur,1452.19,2,100.0,2,110
2234,Banashankari,2600.0,4,135.0,3,26
2235,Sanjay nagar,630.0,1,35.0,2,191
2236,Hosa Road,1243.0,2,48.5,2,101
2237,others,960.0,2,32.0,2,230
2238,others,1690.0,3,100.0,3,230
2239,Whitefield,735.0,2,35.0,2,224
2240,Banaswadi,1365.0,2,73.0,2,31
2241,Hebbal,1420.0,2,99.39,2,92
2242,Somasundara Palya,1570.0,3,68.0,3,202
2243,Bisuvanahalli,850.0,1,32.0,2,46
2244,7th Phase JP Nagar,1575.0,2,110.0,3,6
2245,Thigalarapalya,1418.0,2,104.0,2,210
2246,Uttarahalli,1050.0,2,42.0,2,216
2247,Ulsoor,1340.0,3,90.0,3,215
2248,Yelahanka New Town,1610.0,3,92.0,3,227
2249,Electronic City Phase II,1160.0,2,33.5,2,75
2250,Kudlu,1092.0,2,44.0,2,147
2251,Yelahanka,1455.0,3,61.5,3,226
2252,others,799.0,2,38.0,2,230
2253,Whitefield,1896.0,3,75.0,3,224
2254,Ardendale,1100.0,2,48.0,2,19
2255,Bellandur,1350.0,2,79.0,2,40
2256,others,1355.0,3,61.0,3,230
2257,others,1350.0,2,90.0,2,230
2258,Kasavanhalli,1493.0,3,82.0,3,130
2259,8th Phase JP Nagar,1098.0,2,43.91,2,7
2260,others,1460.0,3,88.0,3,230
2261,Varthur,1091.0,2,32.0,2,217
2262,Yelahanka,1180.0,2,42.0,2,226
2263,Kanakpura Road,1366.0,3,76.85,2,127
2264,others,1685.0,3,95.0,3,230
2265,Koramangala,1260.0,2,100.0,2,144
2266,Whitefield,3010.0,3,200.0,3,224
2267,Whitefield,1346.0,2,96.17,2,224
2268,Sarjapur  Road,2199.0,2,98.94,3,194
2269,7th Phase JP Nagar,1850.0,3,140.0,3,6
2270,Electronic City,755.0,1,34.0,2,74
2271,others,1194.0,2,46.0,2,230
2272,others,800.0,1,52.0,1,230
2273,Vijayanagar,1352.0,2,68.0,2,220
2274,Thanisandra,2002.0,3,112.0,3,209
2275,others,4000.0,5,280.0,4,230
2276,Kaval Byrasandra,1060.0,2,45.0,2,133
2277,Kanakpura Road,1419.59,2,59.0,3,127
2278,Raja Rajeshwari Nagar,1196.0,2,51.15,2,184
2279,Electronic City,1220.0,2,35.24,3,74
2280,Electronics City Phase 1,1595.0,3,75.0,3,76
2281,Banashankari,1260.0,2,75.0,2,26
2282,Hebbal,1100.0,2,47.0,2,92
2283,ISRO Layout,1180.0,2,52.0,2,106
2284,Electronic City,4000.0,5,150.0,4,74
2285,Akshaya Nagar,1662.0,3,85.0,3,11
2286,Ambedkar Nagar,1862.0,3,119.0,3,13
2287,Raja Rajeshwari Nagar,1419.0,2,48.0,2,184
2288,Whitefield,1410.0,3,43.71,3,224
2289,Raja Rajeshwari Nagar,1560.0,2,62.4,3,184
2290,Thanisandra,1634.0,3,78.0,3,209
2291,Whitefield,1150.0,2,44.0,3,224
2292,others,1100.0,2,53.0,2,230
2293,Yelahanka,1616.0,3,65.0,3,226
2294,Nagavarapalya,1392.0,2,99.0,2,172
2295,Jakkur,1798.0,3,120.0,3,110
2296,Babusapalaya,1675.0,3,75.0,3,24
2297,others,2000.0,4,103.0,5,230
2298,Hebbal,1700.0,3,124.0,3,92
2299,Hulimavu,1248.0,2,69.0,2,105
2300,others,1147.0,2,54.0,2,230
2301,Sultan Palaya,1100.0,2,40.0,2,206
2302,Vijayanagar,1527.0,3,115.0,3,220
2303,Kanakpura Road,525.0,1,25.0,1,127
2304,Kaggadasapura,1100.0,2,58.0,2,118
2305,Seegehalli,1118.0,2,37.5,2,198
2306,Kanakapura,1476.0,3,75.0,3,126
2307,others,2100.0,3,75.0,3,230
2308,others,1215.0,2,46.5,3,230
2309,Ambalipura,1332.0,2,79.0,2,12
2310,Hennur Road,1350.0,2,49.0,2,96
2311,NGR Layout,1105.0,2,49.73,2,167
2312,Kasavanhalli,1200.0,2,50.0,2,130
2313,Ramagondanahalli,1251.0,2,47.4,2,187
2314,Pai Layout,1400.0,2,67.0,3,179
2315,Hegde Nagar,1703.0,3,113.0,3,94
2316,NRI Layout,2500.0,5,130.0,5,168
2317,Varthur,1250.0,3,71.0,3,217
2318,Jigani,933.0,2,43.0,2,113
2319,others,461.82,1,31.7,1,230
2320,Brookefield,1262.0,2,75.0,2,51
2321,Yelahanka,915.0,2,48.0,2,226
2322,Panathur,1370.0,2,61.5,3,180
2323,Malleshpalya,1210.0,2,55.0,2,159
2324,others,1500.0,2,85.0,3,230
2325,others,1065.0,2,50.0,2,230
2326,Ramamurthy Nagar,1515.0,3,65.0,3,188
2327,Sarjapura - Attibele Road,1800.0,4,110.0,4,195
2328,Uttarahalli,1300.0,2,55.0,3,216
2329,Vijayanagar,989.0,2,60.0,2,220
2330,Jakkur,1300.0,2,85.0,2,110
2331,Marathahalli,1045.0,2,60.0,2,161
2332,others,1205.0,2,42.18,2,230
2333,others,1260.0,2,75.0,2,230
2334,Bommanahalli,1250.0,2,42.5,3,47
2335,others,1199.0,2,50.0,2,230
2336,Lakshminarayana Pura,1149.0,2,75.0,2,153
2337,Sarjapur  Road,2180.0,3,170.0,3,194
2338,Hulimavu,1818.0,3,135.0,3,105
2339,others,1070.0,2,33.0,2,230
2340,Nagarbhavi,1350.0,2,54.6,3,169
2341,Chandapura,630.0,1,27.0,2,55
2342,Hoodi,1430.0,2,113.0,2,97
2343,Nagavara,2430.0,4,180.0,3,171
2344,Sarjapur  Road,1084.0,2,55.0,2,194
2345,Hennur Road,1186.0,2,56.0,3,96
2346,Kengeri,1255.0,2,50.0,2,135
2347,Haralur Road,3400.0,5,240.0,4,90
2348,Hosa Road,1541.0,3,69.84,3,101
2349,Iblur Village,3596.0,5,282.0,4,107
2350,Raja Rajeshwari Nagar,1295.0,2,70.0,2,184
2351,7th Phase JP Nagar,1370.0,2,54.79,3,6
2352,Electronic City,1100.0,2,40.0,2,74
2353,JP Nagar,1200.0,2,62.0,2,109
2354,Gunjur,2000.0,3,95.0,4,85
2355,Sarjapur  Road,1220.0,3,62.0,3,194
2356,others,1950.0,3,130.0,3,230
2357,Somasundara Palya,1178.0,2,73.0,2,202
2358,Dasanapura,1286.0,3,61.44,3,63
2359,Begur Road,1160.0,2,42.0,2,39
2360,Jigani,918.0,2,55.0,2,113
2361,Electronic City,1563.0,3,91.84,3,74
2362,others,1326.0,2,62.17,2,230
2363,Begur Road,1240.0,2,39.06,2,39
2364,Kaggadasapura,1325.0,2,50.0,2,118
2365,Sonnenahalli,1100.0,2,44.0,2,204
2366,Gollarapalya Hosahalli,1605.0,3,50.0,3,81
2367,Somasundara Palya,1260.0,2,60.0,2,202
2368,Hoodi,1553.0,3,83.09,3,97
2369,Whitefield,1280.0,2,52.0,2,224
2370,Hebbal,1550.0,2,75.0,3,92
2371,Murugeshpalya,1550.0,3,74.0,3,165
2372,Electronics City Phase 1,1515.0,2,80.91,3,76
2373,Hosa Road,1332.0,2,86.12,3,101
2374,Electronic City,1652.0,3,70.0,3,74
2375,Hegde Nagar,1570.0,3,105.0,3,94
2376,Sector 2 HSR Layout,794.0,1,60.0,1,196
2377,Seegehalli,1200.0,2,62.0,3,198
2378,Sarjapur  Road,1750.0,3,110.0,3,194
2379,Hebbal,1053.0,2,48.0,2,92
2380,Kadubeesanahalli,1665.0,3,70.0,3,116
2381,Bommasandra,1447.0,3,80.0,3,48
2382,Balagere,1012.0,2,75.0,2,25
2383,Malleshpalya,1900.0,3,60.0,3,159
2384,others,1308.0,2,92.66,2,230
2385,Hormavu,1351.0,2,53.0,1,100
2386,Gunjur,1140.0,2,49.11,2,85
2387,Jakkur,4305.905,4,260.5,4,110
2388,Uttarahalli,1250.0,2,55.0,3,216
2389,Kanakapura,1290.0,3,45.15,3,126
2390,Garudachar Palya,1320.0,2,60.6,3,79
2391,Akshaya Nagar,1662.0,3,85.5,3,11
2392,Battarahalli,1777.0,3,100.0,3,37
2393,Kadugodi,1900.0,3,108.0,3,117
2394,Anandapura,1576.0,3,59.1,3,15
2395,Sompura,1020.0,2,41.0,2,203
2396,others,2100.0,3,170.0,3,230
2397,Raja Rajeshwari Nagar,648.0,1,31.75,1,184
2398,Neeladri Nagar,1167.0,2,38.0,3,173
2399,Hoodi,1220.0,2,50.89,2,97
2400,Vittasandra,1259.0,2,67.4,2,223
2401,Gottigere,2000.0,4,82.0,4,82
2402,8th Phase JP Nagar,1800.0,3,80.0,3,7
2403,others,1991.0,3,160.0,3,230
2404,Bannerghatta,1665.0,3,110.0,3,33
2405,others,1234.0,2,61.0,2,230
2406,Mysore Road,1340.0,2,64.31,3,166
2407,Banashankari,1170.0,2,46.79,2,26
2408,Electronics City Phase 1,995.0,2,46.0,2,76
2409,Old Airport Road,1075.0,2,60.0,2,176
2410,Electronic City,1025.0,2,54.5,2,74
2411,Rachenahalli,2721.0,3,113.0,3,183
2412,Thanisandra,2000.0,3,99.0,3,209
2413,Whitefield,2500.0,4,155.0,4,224
2414,Mallasandra,1325.0,2,70.0,2,158
2415,Kadugodi,1314.0,2,68.2,2,117
